created_at,entry_id,field1
2024-04-09T02:59:55+05:30,1195,1.7
2024-04-09T03:00:00+05:30,1197,1.72
2024-04-09T03:00:05+05:30,1199,1.71
2024-04-09T03:00:11+05:30,1201,1.7
2024-04-09T03:00:16+05:30,1203,1.7
2024-04-09T03:00:21+05:30,1205,1.72
2024-04-09T03:00:27+05:30,1207,1.7
2024-04-09T03:00:32+05:30,1209,1.69
2024-04-09T03:00:37+05:30,1211,1.7
2024-04-09T03:00:42+05:30,1213,1.7
2024-04-09T03:00:48+05:30,1215,1.71
2024-04-09T03:00:53+05:30,1217,1.7
2024-04-09T03:00:58+05:30,1219,1.7
2024-04-09T03:01:04+05:30,1221,1.71
2024-04-09T03:01:09+05:30,1223,1.7
2024-04-09T03:01:14+05:30,1225,0.07
2024-04-09T03:01:20+05:30,1227,0.06
2024-04-09T03:01:25+05:30,1229,0.07
2024-04-09T03:01:30+05:30,1231,0.08
2024-04-09T03:01:36+05:30,1233,0.08
2024-04-09T03:01:41+05:30,1235,0.07
2024-04-09T03:01:46+05:30,1237,0.07
2024-04-09T03:01:51+05:30,1239,2.71
2024-04-09T03:01:57+05:30,1241,0.07
2024-04-09T03:02:02+05:30,1243,1.87
2024-04-09T03:02:07+05:30,1245,0.08
2024-04-09T03:02:13+05:30,1247,1.74
2024-04-09T03:02:18+05:30,1249,1.7
2024-04-09T03:02:23+05:30,1251,1.7
2024-04-09T03:02:29+05:30,1253,1.74
2024-04-09T03:02:34+05:30,1255,1.72
2024-04-09T03:02:39+05:30,1257,1.72
2024-04-09T03:02:45+05:30,1259,1.72
2024-04-09T03:02:50+05:30,1261,1.72
2024-04-09T03:02:55+05:30,1263,1.72
2024-04-09T03:03:01+05:30,1265,1.72
2024-04-09T03:03:06+05:30,1267,1.72
2024-04-09T03:03:11+05:30,1269,1.73
2024-04-09T03:03:17+05:30,1271,1.73
2024-04-09T03:03:22+05:30,1273,1.73
2024-04-09T03:03:27+05:30,1275,1.73
2024-04-09T03:03:33+05:30,1277,1.73
2024-04-09T03:03:38+05:30,1279,1.71
2024-04-09T03:03:43+05:30,1281,1.73
2024-04-09T03:03:48+05:30,1283,1.73
2024-04-09T03:03:54+05:30,1285,1.71
2024-04-09T03:03:59+05:30,1287,1.73
2024-04-09T03:04:04+05:30,1289,1.71
2024-04-09T03:04:10+05:30,1291,1.72
2024-04-09T03:04:15+05:30,1293,0.07
2024-04-09T03:04:20+05:30,1295,0.07
2024-04-09T03:04:26+05:30,1297,0.07
2024-04-09T03:04:31+05:30,1299,0.07
2024-04-09T03:04:36+05:30,1301,0.07
2024-04-09T03:04:42+05:30,1303,0.08
2024-04-09T03:04:47+05:30,1305,0.07
2024-04-09T03:04:52+05:30,1307,0.06
2024-04-09T03:04:58+05:30,1309,0.05
2024-04-09T03:05:03+05:30,1311,0.07
2024-04-09T03:05:08+05:30,1313,0.06
2024-04-09T03:05:13+05:30,1315,0.06
2024-04-09T03:05:19+05:30,1317,0.06
2024-04-09T03:05:24+05:30,1319,0.07
2024-04-09T03:05:29+05:30,1321,1.05
2024-04-09T03:05:35+05:30,1323,0.06
2024-04-09T03:05:40+05:30,1325,0.07
2024-04-09T03:05:45+05:30,1327,0.07
2024-04-09T03:05:51+05:30,1329,0.07
2024-04-09T03:05:56+05:30,1331,0.07
2024-04-09T03:06:01+05:30,1333,0.06
2024-04-09T03:06:07+05:30,1335,0.07
2024-04-09T03:06:12+05:30,1337,0.07
2024-04-09T03:06:17+05:30,1339,0.07
2024-04-09T03:06:22+05:30,1341,3.08
2024-04-09T03:06:28+05:30,1343,0.06
2024-04-09T03:06:33+05:30,1345,2.57
2024-04-09T03:06:38+05:30,1347,0.08
2024-04-09T03:06:44+05:30,1349,1.87
2024-04-09T03:06:49+05:30,1351,1.72
2024-04-09T03:06:54+05:30,1353,1.73
2024-04-09T03:07:00+05:30,1355,1.72
2024-04-09T03:07:05+05:30,1357,1.73
2024-04-09T03:07:10+05:30,1359,1.73
2024-04-09T03:07:16+05:30,1361,1.72
2024-04-09T03:07:21+05:30,1363,1.72
2024-04-09T03:07:26+05:30,1365,1.73
2024-04-09T03:07:32+05:30,1367,1.73
2024-04-09T03:07:37+05:30,1369,1.67
2024-04-09T03:07:42+05:30,1371,1.68
2024-04-09T03:07:48+05:30,1373,1.67
2024-04-09T03:07:53+05:30,1375,1.67
2024-04-09T03:07:58+05:30,1377,1.67
2024-04-09T03:08:04+05:30,1379,1.7
2024-04-09T03:08:09+05:30,1381,1.67
2024-04-09T03:08:14+05:30,1383,1.67
2024-04-09T03:08:19+05:30,1385,1.68
2024-04-09T03:08:25+05:30,1387,1.67
2024-04-09T03:08:30+05:30,1389,1.67
2024-04-09T03:08:35+05:30,1391,1.66
2024-04-09T03:08:41+05:30,1393,1.67
2024-04-09T03:08:46+05:30,1395,1.67
2024-04-09T03:08:51+05:30,1397,1.66
2024-04-09T03:08:57+05:30,1399,1.67
2024-04-09T03:09:02+05:30,1401,1.66
2024-04-09T03:09:07+05:30,1403,1.67
2024-04-09T03:09:13+05:30,1405,1.67
2024-04-09T03:09:18+05:30,1407,1.67
2024-04-09T03:09:23+05:30,1409,1.67
2024-04-09T03:09:29+05:30,1411,1.68
2024-04-09T03:09:34+05:30,1413,1.67
2024-04-09T03:09:39+05:30,1415,1.67
2024-04-09T03:09:45+05:30,1417,0.07
2024-04-09T03:09:50+05:30,1419,0.07
2024-04-09T03:09:55+05:30,1421,0.08
2024-04-09T03:10:01+05:30,1423,0.07
2024-04-09T03:10:06+05:30,1425,0.07
2024-04-09T03:10:11+05:30,1427,0.08
2024-04-09T03:10:17+05:30,1429,0.07
2024-04-09T03:10:22+05:30,1430,0.06
2024-04-09T03:10:27+05:30,1432,0.06
2024-04-09T03:10:32+05:30,1434,0.07
